0; 8,96443173; 
1; 6,18808835; 
2; 6,18808835; 
3; 6,18808835; 
4; 6,02716717; 
5; 5,33202727; 
6; 5,19745258; 
7; 5,19668003; 
8; 5,19668003; 
9; 4,97612016; 
10; 5,16482803; 
11; 4,92976384; 
12; 4,92976384; 
13; 4,44025524; 
14; 3,68289080; 
15; 3,25374379; 
16; 3,25446007; 
17; 3,25446007; 
18; 3,24481908; 
19; 3,24376651; 
20; 3,24500008; 
21; 2,91594657; 
22; 2,91594657; 
23; 2,91594657; 
24; 2,90393230; 
25; 2,53684832; 
26; 3,30124127; 
27; 2,07529938; 
28; 2,66257885; 
29; 2,14138388; 
30; 2,14138388; 
31; 2,32344011; 
32; 2,26895379; 
33; 2,02733123; 
34; 1,77586748; 
35; 1,72007027; 
36; 1,81614620; 
37; 1,81614620; 
38; 1,79127109; 
39; 1,51601534; 
40; 1,51601534; 
41; 1,79917111; 
42; 1,80823487; 
43; 1,67789112; 
44; 1,77695084; 
45; 1,66700202; 
46; 1,73259502; 
47; 1,86331845; 
48; 1,83889512; 
49; 1,83889512; 
50; 1,83864933; 
51; 1,83864933; 
52; 1,74148188; 
53; 1,47755208; 
54; 1,55450455; 
55; 1,55450455; 
56; 1,19206533; 
57; 1,24643034; 
58; 1,24643034; 
59; 0,97125973; 
60; 0,97125973; 
61; 1,18914528; 
62; 1,18914528; 
63; 1,16339699; 
64; 1,16339699; 
65; 0,77019284; 
66; 0,90480417; 
67; 0,90480417; 
68; 0,73371646; 
69; 0,45227042; 
70; 0,75766490; 
71; 0,76320820; 
72; 0,59676563; 
73; 0,59676563; 
74; 0,50860426; 
75; 0,50860426; 
76; 0,45938746; 
77; 0,47072161; 
78; 0,47327191; 
79; 0,44294507; 
80; 0,44294507; 
81; 0,45153052; 
82; 0,45812301; 
83; 0,45812301; 
84; 0,46043489; 
85; 0,46490697; 
86; 0,46490697; 
87; 0,46490697; 
88; 0,46490697; 
89; 0,46490697; 
90; 0,24368788; 
91; 0,31550013; 
92; 0,31550013; 
93; 0,46490697; 
94; 0,45515534; 
95; 0,45104040; 
96; 0,45085671; 
97; 0,44421817; 
98; 0,44567937; 
99; 0,44567937; 
100; 0,62606652; 
101; 0,45406893; 
102; 0,46016796; 
103; 0,51673061; 
104; 0,57506100; 
105; 0,34625799; 
106; 0,51798802; 
107; 0,51405618; 
108; 0,50230797; 
109; 0,50230797; 
110; 0,49438373; 
111; 0,38095324; 
112; 0,35456884; 
113; 0,35456884; 
114; 0,35456884; 
115; 0,32209677; 
116; 0,32209677; 
117; 0,32209677; 
118; 0,23225151; 
119; 0,27673703; 
120; 0,27673703; 
121; 0,29250351; 
122; 0,11891254; 
123; 0,11891254; 
124; 0,19611728; 
125; 0,16530002; 
126; 0,16530002; 
127; 0,16422513; 
128; 0,27550693; 
129; 0,06727267; 
130; 0,15699938; 
131; 0,04342115; 
132; 0,14389717; 
133; 0,44057969; 
134; 0,06787517; 
135; 0,19646664; 
136; 0,25633933; 
137; 0,49959259; 
138; 0,44592282; 
139; 0,39828155; 
140; 0,07363236; 
