ratio; opt_2; err_2; ratio; generations_2; err_2; ratio; opt_4; err_4; ratio; generations_4; err_4; ratio; opt_8; err_8; ratio; generations_8; err_8; ratio; opt_16; err_16; ratio; generations_16; err_16; ratio; opt_32; err_32; ratio; generations_32; err_32; 
0,500; 0,019; 0,036; 0,500; 2114,650; 1010,500; 0,500; 0,372; 0,213; 0,500; 3000,000; 0,000; 0,500; 0,766; 0,181; 0,500; 3000,000; 0,000; 0,500; 0,963; 0,058; 0,500; 3000,000; 0,000; 0,500; 1,010; 0,004; 0,500; 3000,000; 0,000; 
0,550; 0,022; 0,033; 0,550; 2271,750; 831,736; 0,550; 0,255; 0,144; 0,550; 3000,000; 0,000; 0,550; 0,797; 0,130; 0,550; 3000,000; 0,000; 0,550; 0,968; 0,023; 0,550; 3000,000; 0,000; 0,550; 1,009; 0,006; 0,550; 3000,000; 0,000; 
0,600; 0,021; 0,038; 0,600; 2062,950; 991,151; 0,600; 0,316; 0,181; 0,600; 3000,000; 0,000; 0,600; 0,743; 0,149; 0,600; 3000,000; 0,000; 0,600; 0,970; 0,039; 0,600; 3000,000; 0,000; 0,600; 1,010; 0,005; 0,600; 3000,000; 0,000; 
0,650; 0,014; 0,019; 0,650; 2209,250; 796,510; 0,650; 0,396; 0,228; 0,650; 3000,000; 0,000; 0,650; 0,709; 0,182; 0,650; 3000,000; 0,000; 0,650; 0,964; 0,053; 0,650; 3000,000; 0,000; 0,650; 1,010; 0,004; 0,650; 3000,000; 0,000; 
0,700; 0,024; 0,036; 0,700; 2486,000; 737,135; 0,700; 0,247; 0,126; 0,700; 3000,000; 0,000; 0,700; 0,801; 0,146; 0,700; 3000,000; 0,000; 0,700; 0,943; 0,079; 0,700; 3000,000; 0,000; 0,700; 1,011; 0,003; 0,700; 3000,000; 0,000; 
0,750; 0,018; 0,028; 0,750; 2245,950; 837,771; 0,750; 0,296; 0,116; 0,750; 3000,000; 0,000; 0,750; 0,793; 0,179; 0,750; 3000,000; 0,000; 0,750; 0,952; 0,063; 0,750; 3000,000; 0,000; 0,750; 1,011; 0,002; 0,750; 3000,000; 0,000; 
0,800; 0,031; 0,041; 0,800; 2276,450; 943,250; 0,800; 0,281; 0,178; 0,800; 3000,000; 0,000; 0,800; 0,757; 0,141; 0,800; 3000,000; 0,000; 0,800; 0,965; 0,055; 0,800; 3000,000; 0,000; 0,800; 1,010; 0,005; 0,800; 3000,000; 0,000; 
0,850; 0,019; 0,022; 0,850; 2315,950; 863,017; 0,850; 0,293; 0,150; 0,850; 3000,000; 0,000; 0,850; 0,736; 0,137; 0,850; 3000,000; 0,000; 0,850; 0,959; 0,039; 0,850; 3000,000; 0,000; 0,850; 1,007; 0,004; 0,850; 3000,000; 0,000; 
0,900; 0,030; 0,033; 0,900; 2473,250; 806,413; 0,900; 0,310; 0,184; 0,900; 3000,000; 0,000; 0,900; 0,780; 0,181; 0,900; 3000,000; 0,000; 0,900; 0,952; 0,068; 0,900; 3000,000; 0,000; 0,900; 1,009; 0,003; 0,900; 3000,000; 0,000; 
0,950; 0,046; 0,049; 0,950; 2506,350; 852,265; 0,950; 0,320; 0,193; 0,950; 3000,000; 0,000; 0,950; 0,795; 0,132; 0,950; 3000,000; 0,000; 0,950; 0,985; 0,024; 0,950; 3000,000; 0,000; 0,950; 1,010; 0,003; 0,950; 3000,000; 0,000; 
1,000; 0,019; 0,022; 1,000; 2255,100; 823,890; 1,000; 0,329; 0,233; 1,000; 3000,000; 0,000; 1,000; 0,801; 0,145; 1,000; 3000,000; 0,000; 1,000; 0,974; 0,035; 1,000; 3000,000; 0,000; 1,000; 1,009; 0,004; 1,000; 3000,000; 0,000; 
