ratio; opt_2; err_2; ratio; generations_2; err_2; ratio; opt_4; err_4; ratio; generations_4; err_4; ratio; opt_8; err_8; ratio; generations_8; err_8; ratio; opt_16; err_16; ratio; generations_16; err_16; ratio; opt_32; err_32; ratio; generations_32; err_32; 
0,550; 0,009; 0,031; 0,550; 1442,200; 807,260; 0,550; 0,405; 0,205; 0,550; 3000,000; 0,000; 0,550; 0,815; 0,117; 0,550; 3000,000; 0,000; 0,550; 0,984; 0,032; 0,550; 3000,000; 0,000; 0,550; 1,011; 0,003; 0,550; 3000,000; 0,000; 
0,600; 0,011; 0,028; 0,600; 1896,700; 932,649; 0,600; 0,348; 0,219; 0,600; 3000,000; 0,000; 0,600; 0,765; 0,152; 0,600; 3000,000; 0,000; 0,600; 0,976; 0,038; 0,600; 3000,000; 0,000; 0,600; 1,012; 0,004; 0,600; 3000,000; 0,000; 
0,650; 0,008; 0,026; 0,650; 1711,250; 722,877; 0,650; 0,414; 0,245; 0,650; 3000,000; 0,000; 0,650; 0,787; 0,146; 0,650; 3000,000; 0,000; 0,650; 0,970; 0,033; 0,650; 3000,000; 0,000; 0,650; 1,008; 0,012; 0,650; 3000,000; 0,000; 
0,700; 0,034; 0,131; 0,700; 1747,700; 866,701; 0,700; 0,381; 0,174; 0,700; 3000,000; 0,000; 0,700; 0,826; 0,124; 0,700; 3000,000; 0,000; 0,700; 0,983; 0,036; 0,700; 3000,000; 0,000; 0,700; 1,012; 0,003; 0,700; 3000,000; 0,000; 
0,750; 0,008; 0,017; 0,750; 1777,500; 908,170; 0,750; 0,363; 0,211; 0,750; 3000,000; 0,000; 0,750; 0,851; 0,121; 0,750; 3000,000; 0,000; 0,750; 0,991; 0,016; 0,750; 3000,000; 0,000; 0,750; 1,008; 0,011; 0,750; 3000,000; 0,000; 
0,800; 0,005; 0,013; 0,800; 1659,700; 1011,941; 0,800; 0,413; 0,225; 0,800; 3000,000; 0,000; 0,800; 0,780; 0,150; 0,800; 3000,000; 0,000; 0,800; 0,973; 0,030; 0,800; 3000,000; 0,000; 0,800; 1,012; 0,002; 0,800; 3000,000; 0,000; 
0,850; 0,004; 0,013; 0,850; 1852,700; 748,250; 0,850; 0,430; 0,137; 0,850; 3000,000; 0,000; 0,850; 0,768; 0,164; 0,850; 3000,000; 0,000; 0,850; 0,975; 0,037; 0,850; 3000,000; 0,000; 0,850; 1,007; 0,018; 0,850; 3000,000; 0,000; 
0,900; 0,003; 0,011; 0,900; 1496,850; 836,577; 0,900; 0,439; 0,184; 0,900; 3000,000; 0,000; 0,900; 0,823; 0,118; 0,900; 3000,000; 0,000; 0,900; 0,981; 0,041; 0,900; 3000,000; 0,000; 0,900; 1,012; 0,004; 0,900; 3000,000; 0,000; 
0,950; 0,023; 0,049; 0,950; 1982,100; 951,779; 0,950; 0,346; 0,194; 0,950; 3000,000; 0,000; 0,950; 0,834; 0,118; 0,950; 3000,000; 0,000; 0,950; 0,972; 0,042; 0,950; 3000,000; 0,000; 0,950; 1,012; 0,003; 0,950; 3000,000; 0,000; 
1,000; 0,005; 0,016; 1,000; 1782,750; 731,729; 1,000; 0,413; 0,230; 1,000; 3000,000; 0,000; 1,000; 0,801; 0,125; 1,000; 3000,000; 0,000; 1,000; 0,980; 0,031; 1,000; 3000,000; 0,000; 1,000; 1,011; 0,005; 1,000; 3000,000; 0,000; 
